phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
B,gcc,bitty-instr+data,bitty-instr+data,counts-eu,32,0.100,0.2000,1.0000,0.952763,0.605024,602.025,0.001095,0.066646,-62.737,1.188,5.0,2012439,1917378,2203,3169092,33055,0.635021,887672,866592,67354,137,457179136,512000000,151.93,756411,0,0
B,gcc,type+delta,type+delta,counts-eu,32,0.250,0.2000,1.0000,0.829982,0.620243,588.479,0.000010,0.000696,-186.815,4.130,16.7,2368251,1965606,23,3169092,33055,0.747296,2363073,1963725,2460,9,457179136,0,27.75,54,0,6
B,gcc,pc-only,pc-only,counts-eu,32,0.250,0.2000,1.0000,0.838721,0.646468,615.390,0.003749,0.277053,-189.082,2.448,8.9,2442666,2048715,9158,3169092,33055,0.770778,1691514,1501170,222370,17,457179136,0,31.79,24546,0,3
B,gcc,explicit-1,explicit-1,counts-eu,32,0.250,0.2000,1.0000,0.838721,0.646468,615.390,0.003749,0.277053,-189.082,2.448,8.9,2442666,2048715,9158,3169092,33055,0.770778,1691514,1501170,222370,17,457179136,0,35.81,24546,0,3
B,gcc,explicit-2,explicit-2,counts-eu,32,0.250,0.2000,1.0000,0.851023,0.653515,624.914,0.003721,0.273937,-188.407,2.333,8.6,2433597,2071048,9055,3169092,33055,0.767916,1628164,1450242,218472,25,457179136,0,37.86,38628,0,2
B,gcc,explicit-4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.849228,0.665593,636.051,0.003577,0.268794,-192.436,2.290,8.5,2483814,2109325,8885,3169092,33055,0.783762,1575985,1413933,208528,41,457179136,0,41.78,62894,0,2
B,gcc,explicit-8,explicit-8,counts-eu,32,0.250,0.2000,1.0000,0.852528,0.675614,646.397,0.003691,0.280442,-194.464,2.186,8.2,2511452,2141083,9270,3169092,33055,0.792483,1517496,1371843,184253,73,457179136,0,50.06,94623,0,2
B,gcc,explicit-16,explicit-16,counts-eu,32,0.250,0.2000,1.0000,0.855247,0.660475,632.528,0.003779,0.279806,-189.418,2.171,8.2,2447371,2093107,9249,3169092,33055,0.772263,1464766,1322789,177022,137,457179136,0,65.47,158513,0,0
B,gcc,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,0.250,0.2000,1.0000,0.860381,0.634007,608.286,0.002944,0.208017,-181.511,2.023,7.7,2335275,2009227,6876,3169092,33055,0.736891,1531455,1391831,171901,41,457179136,96309088,67.54,25628,0,4
B,gcc,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,0.250,0.2000,1.0000,0.858415,0.672299,644.577,0.003141,0.235880,-192.721,1.895,7.1,2481990,2130578,7797,3169092,33055,0.783186,1475073,1349209,188695,41,457179136,96309088,72.22,41057,0,2
B,gcc,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,113.62,174934,0,1
B,gcc,random-matched,random-matched,counts-eu,32,0.250,0.2000,1.0000,0.648052,0.031734,27.425,0.000406,0.001906,-12.217,4.958,17.3,155185,100568,63,3169092,33055,0.048968,133892,98022,296,8,457179136,0,91.84,1024378,97,2
B,gcc,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,0.250,0.2000,1.0000,0.828297,0.048691,46.168,0.000317,0.001785,-14.673,1.732,9.9,186293,154306,59,3169092,33055,0.058784,149933,134227,15958,137,457179136,385236352,169.87,3253003,199585,0
B,gcc,bitty-no-delta,bitty-no-delta,counts-eu,32,0.250,0.2000,1.0000,0.900129,0.685255,666.248,0.003817,0.278596,-186.689,1.523,5.9,2412583,2171637,9209,3169092,33055,0.761285,1320280,1257951,140885,137,457179136,385236352,109.22,152523,0,1
B,gcc,bitty-no-type,bitty-no-type,counts-eu,32,0.250,0.2000,1.0000,0.923990,0.701311,686.888,0.003968,0.288731,-185.986,1.369,5.3,2405349,2222518,9544,3169092,33055,0.759003,1253573,1211876,107205,137,457179136,385236352,111.85,173558,0,1
B,gcc,bitty-instr-only,bitty-instr-only,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,116.67,174934,0,1
B,gcc,bitty-data-only,bitty-data-only,counts-eu,32,0.250,0.2000,1.0000,0.962133,0.371270,367.617,0.000413,0.015278,-96.271,1.382,6.0,1222897,1176589,505,3169092,33055,0.385882,511266,492253,49023,137,457179136,126763648,124.86,1620101,1633,3
B,gcc,bitty-instr+data,bitty-instr+data,counts-eu,32,0.250,0.2000,1.0000,0.964765,0.604283,598.766,0.001087,0.065255,-155.737,1.178,5.0,1984970,1915029,2157,3169092,33055,0.626353,886330,865307,59613,137,457179136,512000000,149.42,756411,0,0
B,gcc,type+delta,type+delta,counts-eu,32,1.000,0.2000,1.0000,0.854771,0.411470,341.560,0.000004,0.000182,-481.377,3.742,14.7,1525539,1303987,6,3169092,33055,0.481380,1525374,1303846,0,9,457179136,0,24.87,54,0,4
B,gcc,pc-only,pc-only,counts-eu,32,1.000,0.2000,1.0000,0.896168,0.529811,468.426,0.003624,0.205385,-586.912,2.281,8.0,1873556,1679021,6789,3169092,33055,0.591196,1383431,1274362,80534,17,457179136,0,29.26,24546,0,2
B,gcc,explicit-1,explicit-1,counts-eu,32,1.000,0.2000,1.0000,0.896168,0.529811,468.426,0.003624,0.205385,-586.912,2.281,8.0,1873556,1679021,6789,3169092,33055,0.591196,1383431,1274362,80534,17,457179136,0,33.31,24546,0,2
B,gcc,explicit-2,explicit-2,counts-eu,32,1.000,0.2000,1.0000,0.902778,0.552374,492.888,0.003454,0.202602,-607.634,2.156,7.8,1939042,1750524,6697,3169092,33055,0.611860,1369947,1268625,87572,25,457179136,0,35.93,38628,0,2
B,gcc,explicit-4,explicit-4,counts-eu,32,1.000,0.2000,1.0000,0.895272,0.563081,497.213,0.002948,0.177734,-625.242,2.118,7.9,1993199,1784456,5875,3169092,33055,0.628950,1349537,1247157,90264,41,457179136,0,40.79,62894,0,2
B,gcc,explicit-8,explicit-8,counts-eu,32,1.000,0.2000,1.0000,0.897901,0.577799,512.099,0.002604,0.160641,-640.149,2.011,7.7,2039310,1831099,5310,3169092,33055,0.643500,1323689,1225761,86487,73,457179136,0,48.64,94623,0,2
B,gcc,explicit-16,explicit-16,counts-eu,32,1.000,0.2000,1.0000,0.897877,0.563282,499.216,0.002586,0.155529,-624.105,2.002,7.7,1988128,1785094,5141,3169092,33055,0.627349,1268429,1175224,85079,137,457179136,0,63.84,158513,0,0
B,gcc,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,1.000,0.2000,1.0000,0.930393,0.552657,511.310,0.003262,0.185781,-590.128,1.899,7.0,1882451,1751420,6141,3169092,33055,0.594003,1308555,1235236,82175,41,457179136,96309088,65.76,25628,0,3
B,gcc,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,1.000,0.2000,1.0000,0.919549,0.593201,541.301,0.001825,0.112842,-642.746,1.630,6.1,2044380,1879907,3730,3169092,33055,0.645100,1291507,1206701,81408,41,457179136,96309088,71.33,41057,0,2
B,gcc,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.951950,0.678116,643.888,0.004055,0.276902,-706.567,1.307,5.1,2257483,2149011,9153,3169092,33055,0.712344,1217747,1180556,67023,137,457179136,385236352,116.14,174934,0,1
B,gcc,random-matched,random-matched,counts-eu,32,1.000,0.2000,1.0000,0.731800,0.009024,5.717,0.000000,0.000000,-12.331,4.895,17.2,39079,28598,0,3169092,33055,0.012331,39052,28590,0,8,457179136,0,94.98,1024378,97,0
B,gcc,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,1.000,0.2000,1.0000,0.886658,0.042594,37.149,0.000361,0.001664,-48.004,1.650,9.5,152239,134984,55,3169092,33055,0.048039,141742,127036,2143,137,457179136,385236352,169.08,3253003,199585,0
B,gcc,bitty-no-delta,bitty-no-delta,counts-eu,32,1.000,0.2000,1.0000,0.935581,0.637397,593.509,0.003669,0.239631,-676.285,1.425,5.6,2159052,2019969,7921,3169092,33055,0.681284,1240496,1189971,81360,137,457179136,385236352,110.68,152523,0,1
B,gcc,bitty-no-type,bitty-no-type,counts-eu,32,1.000,0.2000,1.0000,0.950853,0.672552,637.790,0.004016,0.272304,-701.634,1.324,5.2,2241544,2131379,9001,3169092,33055,0.707314,1213508,1175654,70592,137,457179136,385236352,114.74,173558,0,1
B,gcc,bitty-instr-only,bitty-instr-only,counts-eu,32,1.000,0.2000,1.0000,0.951950,0.678116,643.888,0.004055,0.276902,-706.567,1.307,5.1,2257483,2149011,9153,3169092,33055,0.712344,1217747,1180556,67023,137,457179136,385236352,114.28,174934,0,1
B,gcc,bitty-data-only,bitty-data-only,counts-eu,32,1.000,0.2000,1.0000,0.976852,0.362474,353.885,0.000339,0.012071,-370.812,1.303,5.7,1175936,1148715,399,3169092,33055,0.371064,487785,472100,33538,137,457179136,126763648,114.34,1620101,1633,1
B,gcc,bitty-instr+data,bitty-instr+data,counts-eu,32,1.000,0.2000,1.0000,0.977662,0.595951,582.335,0.000964,0.056361,-608.392,1.148,4.8,1931776,1888624,1863,3169092,33055,0.609568,869435,849959,42651,137,457179136,512000000,148.05,756411,0,0
D,gcc,counts-eu,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,114.39,174934,0,1
D,gcc,decay-0.99,bitty-4x8-ternary,decay-0.99,32,0.250,0.2000,1.0000,0.918694,0.702448,686.906,0.003938,0.288670,-187.390,1.383,5.4,2423138,2226122,9542,3169092,33055,0.764616,1230079,1190690,117720,137,457179136,385236352,117.80,174934,0,1
D,gcc,decay-0.999,bitty-4x8-ternary,decay-0.999,32,0.250,0.2000,1.0000,0.923696,0.695794,681.425,0.004011,0.289669,-184.541,1.377,5.4,2387187,2205036,9575,3169092,33055,0.753272,1233239,1193590,102115,137,457179136,385236352,115.86,174934,0,1
D,gcc,bandit,bitty-4x8-ternary,bandit,32,0.250,0.2000,1.0000,0.952047,0.677670,669.136,0.004085,0.278778,-174.316,1.437,5.6,2255769,2147597,9215,3169092,33055,0.711803,1233451,1197855,91803,137,591396864,385236352,118.01,174934,0,1
D,gcc,topk-1,bitty-4x8-ternary,topk-1,32,0.250,0.2000,1.0000,0.931076,0.661856,649.608,0.004423,0.301407,-173.783,1.322,5.1,2252752,2097484,9963,3169092,33055,0.710851,1186500,1153287,87731,137,104857600,385236352,104.84,174934,0,2
D,gcc,topk-2,bitty-4x8-ternary,topk-2,32,0.250,0.2000,1.0000,0.926419,0.695859,682.041,0.004008,0.288610,-184.019,1.361,5.3,2380392,2205240,9540,3169092,33055,0.751127,1243381,1203283,98265,137,155189248,385236352,113.53,174934,0,1
D,gcc,topk-4,bitty-4x8-ternary,topk-4,32,0.250,0.2000,1.0000,0.925824,0.701547,687.495,0.004030,0.292785,-185.621,1.350,5.3,2401395,2223268,9678,3169092,33055,0.757755,1244951,1205426,100074,137,255852544,385236352,115.84,174934,0,1
D,gcc,topk-8,bitty-4x8-ternary,topk-8,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,111.74,174934,0,1
D,gcc,fixed-conf-0.25,bitty-4x8-ternary,fixed-conf-0.25,32,0.250,0.2000,1.0000,0.929774,0.702291,689.030,0.004030,0.291817,-185.029,1.348,5.3,2393726,2225625,9646,3169092,33055,0.755335,1245057,1205577,97632,137,457179136,385236352,114.68,174934,0,1
D,gcc,fixed-conf-0.50,bitty-4x8-ternary,fixed-conf-0.50,32,0.250,0.2000,1.0000,0.951950,0.678116,669.559,0.004055,0.276902,-174.476,1.307,5.1,2257483,2149011,9153,3169092,33055,0.712344,1217747,1180556,67023,137,457179136,385236352,110.79,174934,0,1
D,gcc,fixed-conf-0.75,bitty-4x8-ternary,fixed-conf-0.75,32,0.250,0.2000,1.0000,0.982383,0.613160,610.412,0.003293,0.197035,-153.470,1.114,4.3,1978009,1943162,6513,3169092,33055,0.624156,1080265,1062545,13051,137,457179136,385236352,107.71,174934,0,1
D,gcc,fixed-conf-0.90,bitty-4x8-ternary,fixed-conf-0.90,32,0.250,0.2000,1.0000,0.995742,0.536114,535.541,0.003305,0.170594,-132.378,1.019,3.7,1706261,1698995,5639,3169092,33055,0.538407,899763,897510,2939,137,457179136,385236352,105.66,174934,0,1
D,gcc,no-gate,bitty-4x8-ternary,no-gate,32,0.250,0.2000,1.0000,0.836137,0.710662,675.844,0.003676,0.299531,-208.579,1.396,5.5,2693523,2252153,9901,3169092,33055,0.849935,1265519,1222441,187986,137,457179136,385236352,111.65,174934,0,4
D,gcc,min-evidence-1,bitty-4x8-ternary,min-evidence-1,32,0.250,0.2000,1.0000,0.919363,0.745308,728.965,0.004128,0.320829,-198.487,1.352,5.3,2569116,2361950,10605,3169092,33055,0.810679,1317690,1276178,112443,137,457179136,385236352,111.61,174934,0,3
D,gcc,min-evidence-2,bitty-4x8-ternary,min-evidence-2,32,0.250,0.2000,1.0000,0.920985,0.732641,716.927,0.004101,0.312751,-194.797,1.351,5.3,2521004,2321806,10338,3169092,33055,0.795497,1295275,1254521,108709,137,457179136,385236352,109.52,174934,0,2
D,gcc,min-evidence-6,bitty-4x8-ternary,min-evidence-6,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,113.39,174934,0,1
D,gcc,min-evidence-16,bitty-4x8-ternary,min-evidence-16,32,0.250,0.2000,1.0000,0.928135,0.658532,645.784,0.003960,0.269399,-173.868,1.352,5.2,2248539,2086948,8905,3169092,33055,0.709522,1173893,1136111,92083,137,457179136,385236352,107.54,174934,0,1
D,gcc,min-evidence-64,bitty-4x8-ternary,min-evidence-64,32,0.250,0.2000,1.0000,0.928284,0.552321,541.653,0.003819,0.217849,-145.907,1.365,5.2,1885582,1750356,7201,3169092,33055,0.594991,1000033,965935,73370,137,457179136,385236352,107.49,174934,0,0
D,gcc,absolute-line-outcome,bitty-4x8-ternary,absolute-line-outcome,32,0.250,0.2000,1.0000,0.943201,0.650446,640.653,0.000551,0.036454,-171.929,1.311,5.3,2185454,2061322,1205,3169092,33055,0.689615,865487,845705,230964,137,457179136,385236352,111.21,174934,0,0
D,gcc,slots-2^14,bitty-4x8-ternary,slots-2^14,32,0.250,0.2000,1.0000,0.922900,0.619012,606.084,0.003876,0.249251,-164.431,1.367,5.4,2125589,1961707,8239,3169092,33055,0.670725,1099549,1063823,88313,137,1785856,385236352,102.78,16384,424437,1
D,gcc,slots-2^16,bitty-4x8-ternary,slots-2^16,32,0.250,0.2000,1.0000,0.925240,0.699646,685.514,0.004029,0.292089,-185.236,1.351,5.3,2396398,2217244,9655,3169092,33055,0.756178,1239581,1200147,100495,137,7143424,385236352,107.26,65535,126730,1
D,gcc,slots-2^18,bitty-4x8-ternary,slots-2^18,32,0.250,0.2000,1.0000,0.925329,0.702763,688.585,0.004029,0.293360,-186.044,1.350,5.3,2406841,2227120,9697,3169092,33055,0.759473,1245454,1205927,100958,137,28573696,385236352,109.16,171098,3921,1
D,gcc,slots-2^20,bitty-4x8-ternary,slots-2^20,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,114294784,385236352,106.04,174933,1,1
D,gcc,slots-2^22,bitty-4x8-ternary,slots-2^22,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,116.30,174934,0,1
E,gcc,next-line,-,next-line,32,0.250,0.2000,1.0000,0.292498,0.094184,37.230,0.015254,0.470912,-74.360,9.168,34.5,1020440,298477,15566,3169092,33055,0.321998,0,0,2148652,0,0,0,11.73,0,0,8
E,gcc,last-stride,-,last-stride,32,0.250,0.2000,1.0000,0.195503,0.079161,-2.276,0.005531,0.214733,-98.428,7.460,31.0,1283200,250870,7098,3169092,33055,0.404911,0,0,285633,16,0,0,12.82,0,0,11
E,gcc,pc-stride,-,pc-stride,32,0.250,0.2000,1.0000,0.149609,0.001328,-0.559,0.055792,0.047497,-1.601,8.881,42.1,28140,4210,1570,3169092,33055,0.008880,0,0,25951,0,98304,0,8.24,0,0,0
E,gcc,delta-markov,-,delta-markov,32,0.250,0.2000,1.0000,0.892726,0.521423,505.758,0.001139,0.063773,-145.188,2.465,9.8,1851000,1652436,2108,3169092,33055,0.584079,1211722,1072289,64330,0,262144,0,17.91,0,0,5
E,gcc,ghb-gdc,-,ghb-gdc,32,0.250,0.2000,1.0000,0.576568,0.277832,226.822,0.004446,0.205415,-117.790,3.520,14.8,1527097,880475,6790,3169092,33055,0.481872,0,0,154314,0,294912,0,16.07,0,0,7
E,gcc,spp-lite,-,spp-lite,32,0.250,0.2000,1.0000,0.816369,0.146148,137.930,0.005758,0.098835,-43.467,1.223,6.2,567338,463157,3267,3169092,33055,0.179022,0,0,28622,0,262144,0,12.58,0,0,1
E,gcc,prepchef-bitty-w0.05,bitty-4x8-ternary,counts-eu,32,0.050,0.2000,1.0000,0.892900,0.709613,705.358,0.003919,0.298593,-36.466,1.382,5.5,2518569,2248830,9870,3169092,33055,0.794729,1264825,1221751,131799,137,457179136,385236352,114.74,174934,0,2
E,gcc,prepchef-explicit4-w0.05,explicit-4,counts-eu,32,0.050,0.2000,1.0000,0.820964,0.670439,663.129,0.003518,0.275420,-37.816,2.323,8.7,2588034,2124684,9104,3169092,33055,0.816648,1582969,1419418,240029,41,457179136,0,44.75,62894,0,2
E,gcc,prepchef-bitty-w0.10,bitty-4x8-ternary,counts-eu,32,0.100,0.2000,1.0000,0.906418,0.708438,701.124,0.003975,0.297837,-74.741,1.375,5.4,2476900,2245106,9845,3169092,33055,0.781580,1261156,1218971,118184,137,457179136,385236352,112.16,174934,0,1
E,gcc,prepchef-explicit4-w0.10,explicit-4,counts-eu,32,0.100,0.2000,1.0000,0.830754,0.669736,656.092,0.003541,0.273726,-77.477,2.310,8.6,2554853,2122455,9048,3169092,33055,0.806178,1580302,1417095,226322,41,457179136,0,41.64,62894,0,2
E,gcc,prepchef-bitty-w0.25,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,109.51,174934,0,1
E,gcc,prepchef-explicit4-w0.25,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.849228,0.665593,636.051,0.003577,0.268794,-192.436,2.290,8.5,2483814,2109325,8885,3169092,33055,0.783762,1575985,1413933,208528,41,457179136,0,41.68,62894,0,2
E,gcc,prepchef-bitty-w0.50,bitty-4x8-ternary,counts-eu,32,0.500,0.2000,1.0000,0.933586,0.701162,676.222,0.004038,0.290788,-370.972,1.346,5.2,2380122,2222048,9612,3169092,33055,0.751042,1244148,1204797,92452,137,457179136,385236352,111.47,174934,0,1
E,gcc,prepchef-explicit4-w0.50,explicit-4,counts-eu,32,0.500,0.2000,1.0000,0.863124,0.656238,604.204,0.003596,0.262139,-376.052,2.286,8.5,2409481,2079680,8665,3169092,33055,0.760306,1554169,1397162,178506,41,457179136,0,41.53,62894,0,2
E,gcc,prepchef-bitty-w1.00,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.951950,0.678116,643.888,0.004055,0.276902,-706.567,1.307,5.1,2257483,2149011,9153,3169092,33055,0.712344,1217747,1180556,67023,137,457179136,385236352,108.44,174934,0,1
E,gcc,prepchef-explicit4-w1.00,explicit-4,counts-eu,32,1.000,0.2000,1.0000,0.895272,0.563081,497.213,0.002948,0.177734,-625.242,2.118,7.9,1993199,1784456,5875,3169092,33055,0.628950,1349537,1247157,90264,41,457179136,0,39.57,62894,0,2
E,gcc,prepchef-bitty-w2.00,bitty-4x8-ternary,counts-eu,32,2.000,0.2000,1.0000,0.974993,0.633545,601.046,0.003401,0.211889,-1292.957,1.154,4.5,2059256,2007761,7004,3169092,33055,0.649794,1121649,1099595,21530,137,457179136,385236352,108.12,174934,0,1
E,gcc,prepchef-explicit4-w2.00,explicit-4,counts-eu,32,2.000,0.2000,1.0000,0.952800,0.457399,412.081,0.001979,0.091060,-957.266,1.625,6.0,1521347,1449539,3010,3169092,33055,0.480058,1019087,966802,26172,41,457179136,0,37.95,62894,0,2
E,gcc,prepchef-bitty-w4.00,bitty-4x8-ternary,counts-eu,32,4.000,0.2000,1.0000,0.987418,0.592845,562.628,0.003324,0.191318,-2391.619,1.079,4.1,1902720,1878780,6324,3169092,33055,0.600399,1025837,1014201,9308,137,457179136,385236352,106.83,174934,0,1
E,gcc,prepchef-explicit4-w4.00,explicit-4,counts-eu,32,4.000,0.2000,1.0000,0.976586,0.358589,324.200,0.001935,0.068129,-1465.194,1.181,4.6,1163649,1136403,2252,3169092,33055,0.367187,696511,679031,9214,41,457179136,0,37.65,62894,0,2
E-noself,gcc,prepchef-noself-w0.25,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.881679,0.330868,319.767,0.008154,0.293360,-89.993,1.187,5.6,1189266,1048551,9697,3169092,33055,0.375270,0,0,73083,137,457179136,385236352,111.12,174934,0,0
E-noself,gcc,prepchef-noself-w1.00,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.932869,0.313660,291.089,0.008590,0.276902,-330.455,1.122,5.3,1065549,994018,9153,3169092,33055,0.336232,0,0,41210,137,457179136,385236352,108.45,174934,0,0
base,xz,bitty-w0.05,bitty-4x8-ternary,counts-eu,32,0.050,0.2000,1.0000,0.914159,0.785472,781.784,0.000100,0.007402,-42.871,1.331,4.7,3070330,2806769,307,3573355,41473,0.859229,1347805,1310790,143912,137,457179136,369065824,133.10,46368,0,5
base,xz,explicit4-w0.05,explicit-4,counts-eu,32,0.050,0.2000,1.0000,0.862690,0.682352,676.921,0.000107,0.007306,-39.459,2.010,6.9,2826375,2438285,303,3573355,41473,0.790958,1545093,1432218,416591,41,457179136,0,43.03,9954,0,6
base,xz,next-line-w0.05,-,next-line,32,0.050,0.2000,1.0000,0.359128,0.097679,88.963,0.001375,0.032214,-13.207,8.834,31.5,971911,349040,1336,3573355,41473,0.271988,0,0,2601444,0,0,0,12.16,0,0,4
base,xz,last-stride-w0.05,-,last-stride,32,0.050,0.2000,1.0000,0.302387,0.147433,130.426,0.000414,0.017385,-24.166,5.482,19.9,1742232,526829,721,3573355,41473,0.487562,0,0,394613,16,0,0,14.18,0,0,8
base,xz,bitty-w0.10,bitty-4x8-ternary,counts-eu,32,0.100,0.2000,1.0000,0.925235,0.785166,778.822,0.000098,0.007137,-84.770,1.323,4.6,3032396,2805678,296,3573355,41473,0.848613,1347783,1310769,138476,137,457179136,369065824,133.78,46368,0,5
base,xz,explicit4-w0.10,explicit-4,counts-eu,32,0.100,0.2000,1.0000,0.867535,0.682193,671.776,0.000107,0.007282,-78.543,2.009,6.9,2809934,2437716,302,3573355,41473,0.786357,1545093,1432218,408398,41,457179136,0,43.05,9954,0,6
base,xz,next-line-w0.10,-,next-line,32,0.100,0.2000,1.0000,0.359128,0.097679,80.248,0.001375,0.032214,-26.788,8.834,31.5,971911,349040,1336,3573355,41473,0.271988,0,0,2601444,0,0,0,11.94,0,0,4
base,xz,last-stride-w0.10,-,last-stride,32,0.100,0.2000,1.0000,0.302387,0.147433,113.420,0.000414,0.017385,-48.534,5.482,19.9,1742232,526829,721,3573355,41473,0.487562,0,0,394613,16,0,0,14.61,0,0,8
base,xz,bitty-w0.25,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.941833,0.783475,771.378,0.000096,0.006848,-207.866,1.316,4.6,2972538,2799634,284,3573355,41473,0.831862,1346396,1309591,131104,137,457179136,369065824,134.40,46368,0,4
base,xz,explicit4-w0.25,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.885812,0.678983,657.101,0.000107,0.007089,-191.524,1.999,6.9,2739009,2426247,294,3573355,41473,0.766509,1545048,1432213,361923,41,457179136,0,42.79,9954,0,5
base,xz,next-line-w0.25,-,next-line,32,0.250,0.2000,1.0000,0.359128,0.097679,54.101,0.001375,0.032214,-67.530,8.834,31.5,971911,349040,1336,3573355,41473,0.271988,0,0,2601444,0,0,0,11.93,0,0,4
base,xz,last-stride-w0.25,-,last-stride,32,0.250,0.2000,1.0000,0.302387,0.147433,62.400,0.000414,0.017385,-121.638,5.482,19.9,1742232,526829,721,3573355,41473,0.487562,0,0,394613,16,0,0,14.38,0,0,8
base,xz,bitty-w0.50,bitty-4x8-ternary,counts-eu,32,0.500,0.2000,1.0000,0.949339,0.779854,759.045,0.000096,0.006800,-410.617,1.306,4.6,2935406,2786694,282,3573355,41473,0.821471,1343047,1306702,119983,137,457179136,369065824,130.57,46368,0,4
base,xz,explicit4-w0.50,explicit-4,counts-eu,32,0.500,0.2000,1.0000,0.898730,0.651554,614.845,0.000113,0.007065,-362.363,1.784,6.3,2590582,2328233,293,3573355,41473,0.724972,1486595,1378462,252806,41,457179136,0,41.48,9954,0,3
